# Indice, Tempo(s), Drift_abs(m), Drift_norm(mm/m), Disp_TOP(m), Disp_BASE(m), Allarme
10002, 50.004997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10003, 50.009998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10004, 50.014999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10005, 50.020000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10006, 50.024998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10007, 50.029999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10008, 50.035000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10009, 50.039997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10010, 50.044998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10011, 50.049999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10012, 50.055000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10013, 50.059998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10014, 50.064999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10015, 50.070000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10016, 50.075001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10017, 50.079998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10018, 50.084999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10019, 50.090000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10020, 50.094997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10021, 50.099998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10022, 50.105000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10023, 50.110001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10024, 50.114998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10025, 50.119999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10026, 50.125000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10027, 50.129997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10028, 50.134998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10029, 50.139999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10030, 50.145000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10031, 50.149998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10032, 50.154999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10033, 50.160000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10034, 50.164997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10035, 50.169998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10036, 50.174999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10037, 50.180000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10038, 50.184998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10039, 50.189999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10040, 50.195000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10041, 50.200001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10042, 50.204998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10043, 50.209999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10044, 50.215000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10045, 50.219997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10046, 50.224998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10047, 50.230000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10048, 50.235001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10049, 50.239998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10050, 50.244999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10051, 50.250000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10052, 50.254997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10053, 50.259998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10054, 50.264999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10055, 50.270000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10056, 50.274998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10057, 50.279999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10058, 50.285000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10059, 50.289997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10060, 50.294998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10061, 50.299999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10062, 50.305000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10063, 50.309998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10064, 50.314999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10065, 50.320000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10066, 50.325001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10067, 50.329998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10068, 50.334999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10069, 50.340000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10070, 50.344997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10071, 50.349998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10072, 50.355000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10073, 50.360001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10074, 50.364998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10075, 50.369999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10076, 50.375000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10077, 50.379997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10078, 50.384998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10079, 50.389999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10080, 50.395000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10081, 50.399998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10082, 50.404999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10083, 50.410000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10084, 50.414997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10085, 50.419998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10086, 50.424999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10087, 50.430000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10088, 50.434998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10089, 50.439999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10090, 50.445000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10091, 50.450001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10092, 50.454998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10093, 50.459999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10094, 50.465000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10095, 50.469997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10096, 50.474998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10097, 50.480000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10098, 50.485001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10099, 50.489998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10100, 50.494999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10101, 50.500000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10102, 50.504997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10103, 50.509998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10104, 50.514999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10105, 50.520000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10106, 50.524998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10107, 50.529999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10108, 50.535000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10109, 50.539997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10110, 50.544998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10111, 50.549999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10112, 50.555000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10113, 50.559998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10114, 50.564999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10115, 50.570000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10116, 50.575001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10117, 50.579998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10118, 50.584999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10119, 50.590000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10120, 50.594997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10121, 50.599998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10122, 50.605000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10123, 50.610001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10124, 50.614998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10125, 50.619999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10126, 50.625000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10127, 50.629997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10128, 50.634998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10129, 50.639999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10130, 50.645000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10131, 50.649998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10132, 50.654999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10133, 50.660000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10134, 50.664997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10135, 50.669998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10136, 50.674999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10137, 50.680000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10138, 50.684998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10139, 50.689999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10140, 50.695000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10141, 50.700001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10142, 50.704998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10143, 50.709999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10144, 50.715000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10145, 50.719997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10146, 50.724998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10147, 50.730000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10148, 50.735001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10149, 50.739998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10150, 50.744999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10151, 50.750000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10152, 50.754997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10153, 50.759998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10154, 50.764999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10155, 50.770000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10156, 50.774998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10157, 50.779999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10158, 50.785000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10159, 50.789997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10160, 50.794998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10161, 50.799999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10162, 50.805000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10163, 50.809998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10164, 50.814999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10165, 50.820000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10166, 50.825001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10167, 50.829998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10168, 50.834999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10169, 50.840000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10170, 50.844997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10171, 50.849998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10172, 50.855000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10173, 50.860001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10174, 50.864998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10175, 50.869999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10176, 50.875000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10177, 50.879997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10178, 50.884998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10179, 50.889999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10180, 50.895000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10181, 50.899998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10182, 50.904999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10183, 50.910000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10184, 50.914997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10185, 50.919998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10186, 50.924999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10187, 50.930000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10188, 50.934998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10189, 50.939999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10190, 50.945000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10191, 50.950001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10192, 50.954998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10193, 50.959999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10194, 50.965000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10195, 50.969997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10196, 50.974998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10197, 50.980000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10198, 50.985001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10199, 50.989998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10200, 50.994999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10201, 51.000000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10202, 51.004997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10203, 51.009998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10204, 51.014999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10205, 51.020000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10206, 51.024998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10207, 51.029999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10208, 51.035000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10209, 51.039997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10210, 51.044998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10211, 51.049999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10212, 51.055000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10213, 51.059998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10214, 51.064999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10215, 51.070000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10216, 51.075001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10217, 51.079998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10218, 51.084999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10219, 51.090000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10220, 51.094997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10221, 51.099998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10222, 51.105000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10223, 51.110001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10224, 51.114998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10225, 51.119999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10226, 51.125000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10227, 51.129997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10228, 51.134998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10229, 51.139999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10230, 51.145000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10231, 51.149998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10232, 51.154999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10233, 51.160000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10234, 51.164997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10235, 51.169998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10236, 51.174999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10237, 51.180000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10238, 51.184998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10239, 51.189999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10240, 51.195000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10241, 51.199997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10242, 51.204998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10243, 51.209999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10244, 51.215000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10245, 51.219997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10246, 51.224998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10247, 51.230000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10248, 51.235001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10249, 51.239998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10250, 51.244999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10251, 51.250000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10252, 51.254997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10253, 51.259998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10254, 51.264999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10255, 51.270000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10256, 51.274998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10257, 51.279999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10258, 51.285000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10259, 51.289997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10260, 51.294998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10261, 51.299999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10262, 51.305000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10263, 51.309998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10264, 51.314999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10265, 51.320000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10266, 51.324997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10267, 51.329998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10268, 51.334999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10269, 51.340000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10270, 51.344997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10271, 51.349998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10272, 51.355000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10273, 51.360001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10274, 51.364998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10275, 51.369999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10276, 51.375000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10277, 51.379997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10278, 51.384998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10279, 51.389999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10280, 51.395000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10281, 51.399998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10282, 51.404999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10283, 51.410000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10284, 51.414997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10285, 51.419998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10286, 51.424999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10287, 51.430000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10288, 51.434998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10289, 51.439999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10290, 51.445000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10291, 51.449997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10292, 51.454998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10293, 51.459999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10294, 51.465000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10295, 51.469997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10296, 51.474998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
10297, 51.480000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
